鄉鎮市區,交易標的,土地區段位置建物區段門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
桃園區,房地(土地+建物)+車位,幸福路31~60號,13.91,都市：其他:商業區,,,1090411,土地1建物1車位2,八層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091230,167.82,2,2,1,有,有,11820000,73801,坡道平面,56.44,3600000,預售屋、或土地及建物分次登記案件;,RPWPMLSJLHGGFAH68DA,70.88,0.0,4.97,,
桃園區,房地(土地+建物)+車位,幸福路61~90號,16.26,都市：其他:商業區,,,1090530,土地1建物1車位1,十四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091230,158.85,3,2,2,有,有,11800000,77318,坡道平面,28.22,1700000,預售屋、或土地及建物分次登記案件;,RPXPMLSJLHGGFAH78DA,78.61,0.0,10.41,,
桃園區,房地(土地+建物)+車位,幸福路61~90號,11.62,都市：其他:商業區,,,1090901,土地1建物1車位1,三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091230,121.53,2,2,1,有,有,8350000,74483,坡道平面,28.22,1400000,預售屋、或土地及建物分次登記案件;,RPOQMLSJLHGGFAH97DA,59.62,0.0,4.0,,
桃園區,房地(土地+建物)+車位,幸福路61~90號,21.06,都市：其他:商業區,,,1091227,土地1建物1車位1,二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091230,197.82,3,2,2,有,有,15750000,82842,坡道平面,28.22,1700000,預售屋、或土地及建物分次登記案件;,RPPQMLSJLHGGFAH08DA,103.99,0.0,11.59,,
桃園區,房地(土地+建物)+車位,幸福路61~90號,16.32,都市：其他:商業區,,,1090814,土地1建物1車位2,三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091230,187.07,3,2,2,有,有,12870000,77088,坡道平面,56.44,2800000,含裝潢費800000元;預售屋、或土地及建物分次登記案件;,RPQQMLSJLHGGFAH18DA,78.61,0.0,10.41,,
桃園區,房地(土地+建物)+車位,幸福路61~90號,16.26,都市：其他:商業區,,,1090509,土地1建物1車位1,十四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091230,158.85,3,2,2,有,有,12450000,83059,坡道平面,28.22,1600000,含裝潢費800000元;預售屋、或土地及建物分次登記案件;,RPRQMLSJLHGGFAH28DA,78.61,0.0,10.41,,
桃園區,房地(土地+建物)+車位,幸福路61~90號,13.1,都市：其他:商業區,,,1090728,土地1建物1車位1,二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091230,133.57,2,2,1,有,有,9000000,72140,坡道平面,28.22,1400000,預售屋、或土地及建物分次登記案件;,RPSQMLSJLHGGFAH38DA,64.5,0.0,7.27,,
桃園區,房地(土地+建物)+車位,幸福路61~90號,13.1,都市：其他:商業區,,,1090528,土地1建物1車位1,五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091230,133.57,2,2,1,有,有,9360000,73659,坡道平面,28.22,1600000,預售屋、或土地及建物分次登記案件;,RPTQMLSJLHGGFAH48DA,64.5,0.0,7.27,,
桃園區,房地(土地+建物)+車位,幸福路31~60號,13.86,都市：其他:商業區,,,1090325,土地1建物1車位1,三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091230,138.62,2,2,1,有,有,10080000,77040,坡道平面,27.25,1500000,含裝潢費680000元;預售屋、或土地及建物分次登記案件;,RPUQMLSJLHGGFAH58DA,70.88,0.0,4.97,,
桃園區,房地(土地+建物)+車位,幸福路31~60號,13.86,都市：其他:商業區,,,1090509,土地1建物1車位1,十四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091230,138.62,2,2,1,有,有,9720000,73808,坡道平面,27.25,1500000,預售屋、或土地及建物分次登記案件;,RPVQMLSJLHGGFAH68DA,70.88,0.0,4.97,,
桃園區,房地(土地+建物)+車位,幸福路61~90號,12.01,都市：其他:商業區,,,1090916,土地1建物1車位1,九層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091230,124.97,2,2,1,有,有,9500000,81654,坡道平面,28.22,1600000,預售屋、或土地及建物分次登記案件;,RPTQMLOLKHGGFAH18DA,60.24,0.0,5.61,,
桃園區,房地(土地+建物)+車位,幸福路61~90號,13.1,都市：其他:商業區,,,1090908,土地1建物1車位1,二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091230,133.57,2,2,1,有,有,9180000,73849,坡道平面,28.22,1400000,預售屋、或土地及建物分次登記案件;,RPSRMLOLKHGGFAH18DA,64.5,0.0,7.27,,
桃園區,房地(土地+建物)+車位,龍泉二街31~60號,8.81,都市：其他:商業區,,,1100221,土地1建物1車位1,十層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1021023,108.31,2,2,1,有,有,6450000,65072,坡道平面,27.63,1200000,其他增建;,RPRNMLLLKHGGFAH37DA,51.57,0.0,3.6,有,0119
桃園區,房地(土地+建物)+車位,幸福路61~90號,20.9,都市：其他:商業區,,,1090919,土地1建物1車位1,十四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091230,195.41,3,2,2,有,有,14800000,79091,坡道平面,27.25,1500000,預售屋、或土地及建物分次登記案件;,RPUSMLNLKHGGFAH38DA,102.74,0.0,11.89,,
桃園區,房地(土地+建物)+車位,幸福路61~90號,16.26,都市：其他:商業區,,,1090705,土地1建物1車位1,十三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091230,158.85,3,2,2,有,有,11650000,76935,坡道平面,28.22,1600000,預售屋、或土地及建物分次登記案件;,RPVTMLNLKHGGFAH58DA,78.61,0.0,10.41,,
桃園區,房地(土地+建物),幸福路61~90號,11.57,都市：其他:商業區,,,1090815,土地1建物1車位0,六層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091230,93.3,2,2,1,有,有,7230000,77492,,0.0,0,預售屋、或土地及建物分次登記案件;,RPOUMLNLKHGGFAH97DA,59.62,0.0,4.0,,
桃園區,房地(土地+建物)+車位,幸福路31~60號,16.26,都市：其他:商業區,,,1091229,土地1建物1車位1,五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091230,159.06,3,2,2,有,有,12100000,80251,坡道平面,28.22,1600000,預售屋、或土地及建物分次登記案件;,RPTPMLMKLHGGFAH87DA,78.96,0.0,10.27,,
桃園區,房地(土地+建物)+車位,幸福路31~60號,18.77,都市：其他:商業區,,,1090112,土地1建物1車位2,六層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091230,206.01,3,2,2,有,有,14360000,73469,坡道平面,55.47,3300000,預售屋、或土地及建物分次登記案件;,RPWPMLMKLHGGFAH18DA,93.14,0.0,9.47,,
桃園區,房地(土地+建物)+車位,幸福路31~60號,13.15,都市：其他:商業區,,,1090624,土地1建物1車位1,二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091230,133.70999999999998,2,2,1,有,有,9020000,72234,坡道平面,28.22,1400000,預售屋、或土地及建物分次登記案件;,RPXPMLMKLHGGFAH28DA,66.3,0.0,5.61,,
桃園區,房地(土地+建物)+車位,幸福路31~60號,11.57,都市：其他:商業區,,,1090812,土地1建物1車位1,十二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091230,120.87,2,2,1,有,有,8750000,76093,坡道平面,28.22,1700000,預售屋、或土地及建物分次登記案件;,RPTNMLMKLHGGFAH67DA,58.83,0.0,4.38,,
桃園區,房地(土地+建物)+車位,幸福路31~60號,13.15,都市：其他:商業區,,,1090828,土地1建物1車位1,八層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091230,133.70999999999998,2,2,1,有,有,9900000,80576,坡道平面,28.22,1400000,預售屋、或土地及建物分次登記案件;,RPVNMLMKLHGGFAH87DA,66.3,0.0,5.61,,
桃園區,房地(土地+建物)+車位,幸福路61~90號,20.9,都市：其他:商業區,,,1091231,土地1建物1車位1,二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091230,196.38,3,2,2,有,有,15650000,82957,坡道平面,28.22,1700000,預售屋、或土地及建物分次登記案件;,RPWNMLMKLHGGFAH97DA,102.74,0.0,11.89,,
桃園區,房地(土地+建物)+車位,幸福路31~60號,11.3,都市：其他:商業區,,,1091031,土地1建物1車位1,十層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091230,118.04,2,2,1,有,有,8570000,80075,坡道平面,27.25,1300000,預售屋、或土地及建物分次登記案件;,RPXNMLMKLHGGFAH08DA,57.46,0.0,4.38,,
桃園區,房地(土地+建物)+車位,幸福路31~60號,13.15,都市：其他:商業區,,,1090911,土地1建物1車位1,十層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091230,133.70999999999998,2,2,1,有,有,10150000,81050,坡道平面,28.22,1600000,預售屋、或土地及建物分次登記案件;,RPTOMLMKLHGGFAH77DA,66.3,0.0,5.61,,
桃園區,房地(土地+建物)+車位,幸福路31~60號,11.79,都市：其他:商業區,,,1090828,土地1建物1車位1,四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091230,122.95,2,2,1,有,有,8550000,73366,坡道平面,28.22,1600000,預售屋、或土地及建物分次登記案件;,RPQSMLSJLHGGFAH38DA,54.71,0.0,9.85,,
桃園區,房地(土地+建物),幸福路31~60號,11.73,都市：其他:商業區,,,1091009,土地1建物1車位0,五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091230,94.73,2,2,1,有,有,7450000,78645,,0.0,0,預售屋、或土地及建物分次登記案件;,RPRSMLSJLHGGFAH48DA,54.71,0.0,9.85,,
桃園區,房地(土地+建物),幸福路31~60號,11.73,都市：其他:商業區,,,1091024,土地1建物1車位0,十三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091230,94.73,2,2,1,有,有,7760000,81917,,0.0,0,預售屋、或土地及建物分次登記案件;,RPSSMLSJLHGGFAH58DA,54.71,0.0,9.85,,
桃園區,房地(土地+建物)+車位,幸福路61~90號,16.81,都市：其他:商業區,,,1090227,土地1建物1車位1,四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091230,163.51,3,2,2,有,有,11180000,73164,坡道平面,28.47,1300000,預售屋、或土地及建物分次登記案件;,RPUSMLSJLHGGFAH78DA,80.22,0.0,11.76,,
桃園區,房地(土地+建物)+車位,幸福路61~90號,16.81,都市：其他:商業區,,,1090709,土地1建物1車位1,五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091230,163.27,3,2,2,有,有,11350000,73676,坡道平面,28.22,1400000,預售屋、或土地及建物分次登記案件;,RPVSMLSJLHGGFAH88DA,80.22,0.0,11.76,,
桃園區,房地(土地+建物)+車位,幸福路61~90號,16.81,都市：其他:商業區,,,1091129,土地1建物1車位1,八層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091230,162.29000000000002,3,2,2,有,有,12610000,81531,坡道平面,27.25,1600000,預售屋、或土地及建物分次登記案件;,RPWSMLSJLHGGFAH98DA,80.22,0.0,11.76,,
桃園區,房地(土地+建物)+車位,幸福路61~90號,20.9,都市：其他:商業區,,,1100206,土地1建物1車位1,五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091230,195.41,3,2,2,有,有,15690000,83195,坡道平面,27.25,1700000,預售屋、或土地及建物分次登記案件;,RPXSMLSJLHGGFAH09DA,102.74,0.0,11.89,,
桃園區,房地(土地+建物)+車位,幸福路61~90號,21.06,都市：其他:商業區,,,1100206,土地1建物1車位1,五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091230,197.82,3,2,2,有,有,15910000,83196,坡道平面,28.22,1800000,預售屋、或土地及建物分次登記案件;,RPPTMLSJLHGGFAH38DA,103.99,0.0,11.59,,
桃園區,房地(土地+建物)+車位,幸福路61~90號,16.92,都市：其他:商業區,,,1090926,土地1建物1車位1,十五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091230,164.19,3,2,2,有,有,12780000,81489,坡道平面,28.22,1700000,預售屋、或土地及建物分次登記案件;,RPQTMLSJLHGGFAH48DA,80.8,0.0,11.86,,
桃園區,房地(土地+建物)+車位,幸福路271~300號,28.26,都市：其他:住宅區,,,1100112,土地1建物1車位1,十三層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1090622,190.88,3,2,2,有,有,20350000,120545,坡道平面,37.41,1850000,含裝潢費;,RPXQMLSKLHGGFAH98DA,90.54,6.98,6.48,,
桃園區,房地(土地+建物)+車位,幸福路301~330號,28.26,都市：其他:住宅區,,,1100123,土地1建物1車位1,十層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1090622,193.68,3,2,2,有,有,19990000,115441,坡道平面,37.41,1950000,含裝潢費;,RPQRMLSKLHGGFAH38DA,91.51,7.31,5.61,,
桃園區,房地(土地+建物)+車位,大有路541~570號,22.47,都市：其他:住宅區,,,1100218,土地1建物2車位1,五層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840419,232.32,6,2,3,有,有,11000000,48878,坡道平面,31.82,1200000,陽台外推;,RPVQMLTKLHGGFAH88DA,173.59,5.43,17.58,,
中壢區,房地(土地+建物)+車位,元化路165巷61~90號,17.28,都市：其他:住宅區,,,1100206,土地1建物1車位1,十五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830203,145.55,3,2,2,有,有,8100000,55655,坡道平面,0.0,1200000,其他增建;,RPQNMLQJKHGGFBH67DA,116.97,0.0,10.28,,
桃園區,房地(土地+建物)+車位,大有路181~210號,13.87,都市：其他:住宅區,,,1100223,土地1建物1車位1,十一層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830602,147.89,3,2,1,有,有,6700000,45304,坡道平面,0.0,0,,RPQQMLSKLHGGFAH28DA,114.84,0.0,9.12,,
桃園區,房地(土地+建物)+車位,國強一街181~210號,15.44,都市：其他:第二種住宅區,,,1100201,土地2建物1車位1,三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0971020,142.13,2,2,1,有,有,6700000,47140,坡道平面,36.45,0,,RPSOMLMLLHGGFAH77DA,58.7,2.82,10.53,有,0121
桃園區,房地(土地+建物),介壽路1~30號,11.65,都市：其他:住宅區,,,1100208,土地1建物1車位0,十二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0920728,84.39,3,1,1,有,有,7500000,88873,,0.0,0,,RPUOMLMLLHGGFAH97DA,58.68,1.0,2.97,有,0122
桃園區,房地(土地+建物)+車位,永安路810之1巷31~60號,19.81,都市：其他:住宅區,,,1100103,土地1建物1車位1,四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1040205,133.89999999999998,3,2,2,有,有,11000000,82151,坡道平面,0.0,0,,RPWOMLMLLHGGFAH18DA,59.81,2.9,2.7,有,0123
中壢區,房地(土地+建物),中園路1~30號,5.32,都市：其他:住宅區,,,1100301,土地1建物1車位0,十一層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960301,60.7,1,1,1,有,有,4100000,67545,,0.0,0,,RPRNMLLJLHGGFBH37DA,40.24,0.0,2.93,,
中壢區,房地(土地+建物),環西路二段301~330號,16.9,都市：其他:住宅區,,,1100223,土地1建物1車位0,十七層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0811223,196.95,4,2,3,有,有,8550000,43412,,0.0,0,,RPPNMLLLLHGGFBH37DA,146.17,0.0,17.42,,
中壢區,房地(土地+建物)+車位,環北路331~360號,11.27,都市：其他:住宅區,,,1100205,土地1建物1車位1,十五層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980629,154.97,3,2,2,有,有,14300000,92276,坡道平面,28.51,0,,RPRQMLMLLHGGFBH97DA,88.99,0.0,11.62,,
中壢區,房地(土地+建物),延平路331~360號,4.82,都市：其他:商業區,,,1100228,土地1建物1車位0,七層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0820908,57.260000000000005,1,1,1,有,有,3190000,55711,,0.0,0,含土地增值稅或其他稅費;含地政士服務費;其他 ;,RPRNMLNLLHGGFBH77DA,38.07,0.0,6.53,有,0135
楊梅區,房地(土地+建物),青山二街361~390號,15.81,都市：其他:住宅區,,,1100311,土地1建物2車位0,五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840324,87.6,2,1,1,有,有,2000000,22831,,0.0,0,,RPRPMLLKLHGGFDH87DA,48.96,0.0,6.23,,
大園區,房地(土地+建物)+車位,高鐵南路一段61~90號,15.14,都市：其他:住宅區,,,1100204,土地1建物1車位1,十八層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1060815,125.15,2,1,1,有,有,12780000,102117,坡道平面,0.0,0,,RPPNMLSKKHGGFEH18DA,51.28,2.52,4.67,有,0142
蘆竹區,房地(土地+建物)+車位,中山路1~30號,32.9,都市：其他:住宅區,,,1100123,土地1建物1車位2,十層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0871216,301.15000000000003,4,2,3,有,有,20600000,68404,坡道平面,69.27,0,,RPPPMLMLKHGGFEH87DA,162.88,0.0,18.98,,
蘆竹區,房地(土地+建物)+車位,南順七街1~30號,30.82,都市：其他:住宅區,,,1100209,土地1建物1車位1,十二層，十三層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0900308,179.67000000000002,4,2,2,有,有,14150000,78755,坡道平面,0.0,1500000,陽台外推;其他增建;,RPSNMLTJKHGGFEH48DA,111.48,0.0,13.2,有,0143
大園區,房地(土地+建物)+車位,高鐵南路一段31~60號,16.51,都市：其他:住宅區,,,1100221,土地1建物1車位2,九層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1060815,165.82,2,2,2,有,有,13800000,83223,坡道平面,0.0,0,,RPVNMLRKLHGGFEH78DA,53.23,4.87,3.37,有,0144
八德區,房地(土地+建物)+車位,銀和街27巷1弄1~30號,39.26,都市：其他:住宅區,,,1100121,土地1建物1車位1,三層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,0870729,344.8,4,2,2,有,有,11700000,33933,坡道平面,0.0,2000000,,RPOOMLLLJHGGFFH57DA,130.82,107.04,19.8,,
八德區,房地(土地+建物)+車位,銀和街27巷2弄1~30號,17.85,都市：其他:住宅區,,,1100204,土地1建物1車位1,七層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,0870729,162.07999999999998,3,2,2,有,有,6300000,38870,坡道平面,0.0,0,,RPWPMLSKLHGGFFH66DA,87.14,0.0,14.14,有,0148
龜山區,房地(土地+建物)+車位,牛角坡路241~270號,18.91,都市：其他:第五種住宅區,,,1100125,土地1建物1車位1,十層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1090909,174.51999999999998,4,2,2,有,有,12550000,73422,坡道平面,30.83,2000000,,RPXOMLTKLHGGFHH96DA,88.02,0.0,10.31,,
龜山區,房地(土地+建物)+車位,牛角坡路241~270號,12.22,都市：其他:第五種住宅區,,,1080219,土地1建物1車位1,八層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1090909,122.4,2,2,1,有,有,8150000,69884,坡道平面,30.82,1750000,,RPOPMLTKLHGGFHH78DA,55.94,0.0,6.74,,
龜山區,房地(土地+建物)+車位,牛角坡路271~300號,12.76,都市：其他:第五種住宅區,,,1080723,土地1建物1車位1,四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1090909,126.69,2,2,1,有,有,8350000,67807,坡道平面,30.83,1850000,,RPPPMLTKLHGGFHH88DA,58.14,0.0,7.48,,
