鄉鎮市區,交易標的,土地區段位置建物區段門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
中正區,房地(土地+建物),中華路一段1~30號,8.32,都市：其他:第四種商業區。,,,1100217,土地1建物1車位0,十一層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1041214,111.94999999999999,1,2,2,有,有,28800000,257281,,0.0,0,,RPOQMLMLJHGGFBA86EA,66.37,0.0,5.82,有,142
大同區,房地(土地+建物)+車位,民權西路211~240號,19.58,都市：其他:聯合開發區(捷)。,,,1100207,土地3建物1車位1,十三層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080625,246.31,4,2,2,有,有,51000000,234345,坡道平面,39.35,2500000,,RPXOMLOLLHGGFBA97EA,127.49,0.0,17.61,,
內湖區,房地(土地+建物)+車位,金湖路31~60號,29.81,都市：其他:第三種住宅區。,,,1100203,土地1建物1車位1,十一層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0920930,170.84,4,2,2,有,有,38550000,263470,坡道平面,35.91,3000000,其他增建;,RPTRMLOLLHGGFCA97EA,86.15,0.0,8.83,,
中山區,房地(土地+建物)+車位,民權東路一段1~30號,20.71,都市：其他:第肆種商業區(依都市計畫說明書圖規定辦理，始得作第肆種商業區使用)(原屬第參種商業區)。,,,1100209,土地1建物1車位1,三層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼骨造,1040623,284.15,4,2,2,有,有,61380000,244601,坡道平面,47.52,3500000,,RPROMLTKLHGGFCA87EA,128.38,4.36,25.3,有,145
中山區,房地(土地+建物),林森北路121~150號,2.18,都市：其他:第肆種商業區(依都市計畫說明書圖規定辦理，始得作第肆種商業區使用)(原屬第參種商業區)。,,,1100312,土地1建物1車位0,十二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0971215,27.849999999999998,1,0,1,有,有,6470000,232316,,0.0,0,,RPVPMLPLLHGGFCA08EA,16.72,3.02,0.0,,
南港區,房地(土地+建物)+車位,南港路二段38巷1~30號,32.87,都市：其他:第三種住宅區。,,,1100209,土地1建物1車位1,十一層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980326,209.99,3,2,2,有,有,47000000,273594,坡道平面,47.34,2500000,,RPXPMLQKLHGGFDA38EA,103.2,2.62,10.07,有,147
大安區,房地(土地+建物),四維路198巷38弄1~30號,19.39,都市：其他:第三種住宅區。,,,1100206,土地1建物1車位0,十層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0740522,101.27,3,2,1,有,有,23450000,231582,,0.0,0,,RPPPMLKKLHGGFFA17EA,73.75,1.56,4.72,,
士林區,房地(土地+建物)+車位,中山北路六段31~60號,39.17,都市：其他:第三種住宅區。,,,1100205,土地1建物1車位1,八層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010522,248.99,4,2,2,有,有,66000000,293558,坡道平面,33.69,2800000,其他增建;,RPUOMLPLLHGGFEA08EA,120.0,12.71,13.38,,
松山區,房地(土地+建物),八德路四段631~660號,3.89,都市：其他:第三種商業區。,,,1091222,土地1建物1車位0,十三層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1021216,39.42,1,1,1,有,有,10600000,268899,,0.0,0,親友、員工、共有人或其他特殊關係間之交易;,RPPOMLPLLHGGFDA47EA,22.21,3.03,0.0,有,152
內湖區,房地(土地+建物)+車位,星雲街121~150號,31.28,都市：其他:第三種住宅區。,,,1100131,土地1建物1車位2,九層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0931222,246.45,4,2,3,有,有,53000000,249610,坡道平面,54.15,5000000,,RPRQMLPLLHGGFCA77EA,115.0,5.74,13.14,,
中山區,房地(土地+建物)+車位,長春路181~210號,20.09,都市：其他:第貳種商業區(依都市計畫說明書圖規定辦理，始得作第貳種商業區使用)(原屬第參種住宅區)。,,,1091231,土地2建物1車位1,九層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0990324,222.32,4,1,2,有,有,58000000,260885,坡道平面,0.0,0,親友、員工、共有人或其他特殊關係間之交易;,RPWNMLQLLHGGFCA08EA,122.65,9.68,11.17,,
文山區,房地(土地+建物)+車位,辛亥路六段21巷1~30號,60.82,都市：其他:第二種住宅區。,,,1100303,土地8建物1車位1,十六層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0880809,172.68,2,2,1,有,有,21500000,140036,坡道平面,33.43,2000000,,RPQOMLPLLHGGFAA27EA,82.79,0.75,10.2,,
內湖區,房地(土地+建物)+車位,行善路241~270號,31.28,都市：其他:住商混合區(為容積接收區)。,,,1100123,土地1建物1車位1,八層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0990329,240.35,4,2,2,有,有,48000000,199709,坡道平面,27.18,0,,RPQRMLOLLHGGFCA57DA,124.61,12.09,9.5,,
內湖區,房地(土地+建物)+車位,大湖山莊街176巷1~30號,30.89,都市：其他:第三種住宅區。,,,1100222,土地1建物1車位1,四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0971127,157.07,2,2,2,有,有,27280000,173681,坡道平面,0.0,0,,RPPTMLOLLHGGFCA67DA,72.51,5.92,10.53,,
中山區,房地(土地+建物),民權東路三段61~90號,16.75,都市：其他:第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第參種住宅區及第參之貳種住宅區)。,,,1100222,土地1建物1車位0,十一層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0751125,155.2,3,2,2,有,有,35000000,225515,,0.0,0,陽台外推;,RPUNMLMKLHGGFCA27DA,104.42,0.0,10.87,有,162
中山區,房地(土地+建物)+車位,雙城街3巷1~30號,16.39,都市：其他:第肆種商業區(依都市計畫說明書圖規定辦理，始得作第肆種商業區使用)(原屬第參種商業區)。,,,1100308,土地1建物1車位1,四層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1090102,213.31,3,2,2,有,有,48730000,257099,坡道平面,31.94,2100000,,RPTQMLQKLHGGFCA87DA,107.52,3.34,8.47,,
中山區,房地(土地+建物),雙城街3巷1~30號,15.67,都市：其他:第肆種商業區(依都市計畫說明書圖規定辦理，始得作第肆種商業區使用)(原屬第參種商業區)。,,,1100225,土地1建物1車位0,四層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1090102,173.69,3,2,2,有,有,42500000,244689,,0.0,0,,RPVQMLQKLHGGFCA08DA,100.63,2.64,10.84,,
中山區,房地(土地+建物)+車位,雙城街3巷1~30號,15.77,都市：其他:第肆種商業區(依都市計畫說明書圖規定辦理，始得作第肆種商業區使用)(原屬第參種商業區)。,,,1100115,土地1建物1車位1,八層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1090102,205.63,3,2,2,有,有,45950000,252461,坡道平面,31.94,2100000,,RPWQMLQKLHGGFCA18DA,100.63,2.64,10.84,,
中山區,房地(土地+建物)+車位,雙城街3巷1~30號,16.39,都市：其他:第肆種商業區(依都市計畫說明書圖規定辦理，始得作第肆種商業區使用)(原屬第參種商業區)。,,,1091027,土地1建物1車位1,六層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1090102,213.31,3,2,2,有,有,48900000,258036,坡道平面,31.94,2100000,,RPXQMLQKLHGGFCA28DA,107.52,3.34,8.47,,
中山區,房地(土地+建物)+車位,五常街11巷1~30號,11.63,都市：其他:第三之一種住宅區。,,,1100311,土地2建物1車位1,十一層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080918,111.84,0,0,0,無,有,19800000,239837,坡道平面,38.04,2100000,,RPTPMLLKLHGGFCA27DA,41.48,3.42,4.86,,
中山區,房地(土地+建物)+車位,五常街11巷1~30號,13.46,都市：其他:第三之一種住宅區。,,,1100311,土地2建物1車位1,三層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080918,120.38,1,1,1,有,有,23700000,254516,坡道平面,35.12,2000000,含裝潢費1000000元;,RPWPMLLKLHGGFCA57DA,51.76,2.34,2.89,,
萬華區,房地(土地+建物)+車位,桂林路91~120號,6.57,都市：其他:第四種商業區。,,,1100208,土地1建物1車位1,十五層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1081008,104.58,2,2,1,有,有,17780000,181267,坡道機械,13.94,1350000,,RPVPMLQKLHGGFBA87DA,49.43,8.57,2.78,,
萬華區,房地(土地+建物),中華路二段661~690號,14.83,都市：其他:第三種住宅區。,,,1100125,土地1建物1車位0,九層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0780811,110.09,3,2,2,有,有,19800000,179853,,0.0,0,,RPXNMLQLLHGGFBA97DA,96.41,0.0,8.7,,
內湖區,房地(土地+建物)+車位,民權東路六段123巷34弄1~30號,11.19,都市：其他:第三種商業區。,,,1100208,土地1建物1車位1,十層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970429,129.17000000000002,2,1,1,有,有,19500000,150964,坡道平面,14.96,0,,RPPOMLQLLHGGFCA37DA,57.93,3.78,2.95,,
南港區,房地(土地+建物)+車位,重陽路481~510號,126.08,都市：其他:住宅區(供住宅使用)。,,,1100221,土地1建物1車位3,十二層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼骨造,1030618,545.51,4,2,4,有,有,93000000,170483,坡道平面,141.48,0,,RPQPMLQLKHGGFDA57DA,228.34,19.65,19.03,有,168
南港區,房地(土地+建物)+車位,東新街121~150號,18.78,都市：其他:第二種住宅區。,,,1100218,土地3建物1車位1,三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0990331,127.97,2,2,1,有,有,26000000,235224,坡道機械,26.79,2200000,,RPPPMLOLLHGGFDA37DA,58.22,0.0,5.41,有,171
大安區,房地(土地+建物),信義路三段151~180號,3.2,都市：其他:第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第貳種商業區)。,,,1100206,土地1建物1車位0,六層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970903,38.3,1,0,1,有,有,13350000,348564,,0.0,0,陽台外推;,RPSPMLMKLHGGFFA57DA,20.07,0.69,3.08,,
大安區,房地(土地+建物),復興南路二段171巷1~30號,25.33,都市：其他:第三種住宅區。,,,1100130,土地1建物1車位0,七層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0740522,128.87,3,2,2,有,無,27800000,215721,,0.0,0,其他增建;,RPXNMLTJLHGGFFA48DA,88.81,1.8,9.07,,
大同區,房地(土地+建物)+車位,重慶北路三段31~60號,20.69,都市：其他:第三種商業區(原屬第肆之壹種住宅區於七十九年九月十三日變更為第貳種商業區又於八十四年九月二十七日調整為第參種商業區(均應依前述都市計畫說明書圖規定辦理))。,,,1070620,土地1建物1車位1,十三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091119,203.67000000000002,3,1,2,有,無,39960000,229922,坡道平面,41.18,2600000,預售屋、或土地及建物分次登記案件;,RPVPMLMLJHGGFBA47EA,96.55,0.0,10.87,,
中山區,房地(土地+建物)+車位,南京東路三段48巷31~60號,42.23,都市：其他:第三種住宅區。,,,1100204,土地1建物1車位2,十三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0930330,330.49,4,2,2,有,有,103500000,313171,坡道平面,74.1,0,,RPUOMLQLLHGGFCA97EA,149.28,9.82,16.89,,
松山區,房地(土地+建物)+車位,民生東路五段181~210號,11.59,都市：其他:第三種商業區(民生社區特定專用區)。,,,1100228,土地1建物1車位1,十五層,二十層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0780629,190.33999999999997,4,2,2,有,有,39900000,234497,坡道平面,30.85,2500000,其他增建;,RPUOMLQLLHGGFDA08EA,124.05,0.0,15.02,,
信義區,房地(土地+建物)+車位,信義路五段91~120號,8.85,都市：其他:特定業務區(信義計畫特定專用區)。,,,1100228,土地1建物1車位1,十三層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980702,88.53999999999999,1,1,1,有,有,20250000,228684,坡道平面,0.0,0,,RPUNMLTLLHGGFDA28EA,28.86,1.43,4.36,有,179
松山區,房地(土地+建物),南京東路四段181~210號,7.69,都市：其他:第參種商業區(依都市計畫說明書圖規定辦理，始得作第參種商業區使用)(原屬第參種住宅區)。,,,1100114,土地2建物1車位0,十一層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0730217,93.13,1,1,2,有,有,17700000,190057,,0.0,0,本交易含原租約。土地價款1300萬元正、建物價款470萬元正。,RPPOMLTLLHGGFDA87EA,68.56,0.0,9.1,,
士林區,房地(土地+建物)+車位,忠誠路二段31~60號,36.98,都市：其他:第三種住宅區。,,,1100222,土地1建物1車位2,十四層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0761116,365.55999999999995,2,2,3,有,有,89000000,243462,坡道平面,0.0,0,,RPUPMLTLLHGGFEA58EA,262.57,0.0,39.77,,
中山區,房地(土地+建物)+車位,明水路397巷18弄1~30號,52.03,都市：其他:第三種住宅區。,,,1100226,土地1建物1車位3,七層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960919,306.03,4,2,3,有,有,88000000,381061,坡道平面,96.09,8000000,,RPWPMLTLLHGGFCA58EA,127.71,3.51,18.05,,
中山區,房地(土地+建物)+車位,建國北路三段61~90號,12.24,都市：其他:第三種住宅區。,,,1100302,土地2建物1車位1,二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1041016,122.82,0,0,0,無,有,24680000,222983,坡道平面,26.49,3200000,含裝潢費;,RPROMLTLLHGGFCA97EA,55.7,0.0,5.25,,
大安區,房地(土地+建物),復興南路二段193巷1~30號,21.93,都市：其他:第三種住宅區。,,,1100120,土地1建物1車位0,十九層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0740522,129.89,3,2,2,有,有,30500000,234832,,0.0,0,,RPPOMLOJLHGGFFA27DA,89.73,1.8,9.07,,
松山區,房地(土地+建物),民生東路五段151~180號,6.73,都市：其他:第三種商業區(民生社區特定專用區) 但是否在道路用地(公共設施用地)(應依建築線或俟地籍測量分割後，再確定)。,,,1100226,土地1建物1車位0,十層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0720129,77.36,2,2,1,有,有,15850000,204886,,0.0,0,其他增建;,RPWOMLSKLHGGFDA28DA,59.36,0.0,6.09,,
萬華區,房地(土地+建物)+車位,康定路91~120號,5.72,都市：其他:第四種商業區。,,,1100306,土地1建物1車位1,二十四層,二十六層,住宅大樓(11層含以上有電梯),住家用,鋼骨造,1050331,112.83,2,2,1,有,有,18700000,165736,坡道平面,33.7,0,,RPVOMLOLLHGGFBA67DA,44.0,0.0,6.22,有,189
中正區,房地(土地+建物),忠孝西路一段31~60號,5.05,都市：其他:第四種商業區。,,,1100225,土地1建物1車位0,十七層,二十七層,住宅大樓(11層含以上有電梯),住家用,鋼骨混凝土造,0790815,93.81,0,1,1,有,有,22100000,235583,,0.0,0,陽台外推;,RPVNMLTKLHGGFBA97DA,59.6,0.0,6.84,,
萬華區,房地(土地+建物),桂林路91~120號,4.37,都市：其他:第四種商業區。,,,1100120,土地1建物1車位0,二十層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1081008,60.83,2,2,1,有,有,11270000,185270,,0.0,0,,RPSNMLMJKHGGFBA76DA,34.39,2.84,3.37,有,190
萬華區,房地(土地+建物)+車位,環河南路二段1~30號,8.57,都市：其他:第肆種商業區(依都市計畫說明書圖規定辦理，始得作第肆種商業區使用)(原屬第參種商業區)。,,,1100119,土地2建物1車位1,十二層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1090807,110.41999999999999,2,2,1,有,無,18270000,188108,坡道機械,19.94,1250000,,RPQNMLKLKHGGFBA56DA,53.05,3.15,3.89,,
東區,房地(土地+建物)+車位,建成路721~750號,11.72,都市：其他:第一種商業區,,,1100128,土地2建物1車位1,九層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0870323,123.92999999999999,3,2,2,有,有,6960000,58719,坡道機械,17.32,700000,陽台外推;,RPPQMLSLJHGGFAB47DA,71.89,7.96,0.0,,
南區,房地(土地+建物),建國南路一段241~270號,8.63,都市：其他:第三種住宅區。,,,1100221,土地1建物1車位0,九層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0890505,92.99000000000001,2,1,1,有,有,5550000,59684,,0.0,0,,RPPPMLOLKHGGFAB07DA,57.25,8.54,0.0,,
南區,房地(土地+建物)+車位,建國南路一段241~270號,10.21,都市：其他:第三種住宅區。,,,1100221,土地1建物1車位1,十四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0890505,108.03999999999999,3,2,1,有,有,6650000,61551,坡道平面,0.0,0,陽台外推;,RPPOMLQLKHGGFAB17DA,55.43,8.74,0.0,,
南區,房地(土地+建物)+車位,信義南街91~120號,13.69,都市：其他:第二種住宅區,,,1100309,土地5建物1車位1,十一層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0851211,145.82999999999998,4,2,2,有,有,6550000,44915,坡道機械,0.0,0,,RPVPMLLKLHGGFAB37DA,94.63,11.34,0.0,,
南區,房地(土地+建物),復興路三段1~30號,2.21,都市：其他:第一種商業區,,,1100310,土地1建物1車位0,八層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0700815,17.52,1,0,1,有,有,1000000,57078,,0.0,0,,RPVNMLSKLHGGFAB87DA,16.69,0.83,0.0,,
北區,房地(土地+建物)+車位,東光東街31~60號,17.39,都市：其他:第二種住宅區,,,1100208,土地1建物1車位1,十五層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0831214,136.65,3,2,2,有,有,7900000,57812,坡道機械,0.0,0,陽台外推;,RPOOMLOLKHGGFBB96DA,91.14,0.0,10.55,有,0007
北區,房地(土地+建物)+車位,進化北路301~330號,6.09,都市：其他:第一種商業區,,,1100221,土地2建物1車位1,三層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0941208,83.35,1,1,1,有,有,5130000,61548,坡道機械,15.94,0,,RPWQMLOJLHGGFBB87DA,41.88,0.0,6.26,,
北屯區,房地(土地+建物)+車位,文心路四段931~960號,17.22,都市：其他:第三種住宅區。,,,1100222,土地1建物1車位1,十七層,二十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0880709,246.85,3,2,2,有,有,15600000,63196,坡道平面,0.0,0,,RPUQMLQKLHGGFBB97DA,156.86,3.06,12.55,,
西屯區,房地(土地+建物),工業區一路58巷11弄31~60號,21.47,都市：其他:第二種住宅區,,,1100104,土地1建物1車位0,五層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0821210,131.12,3,2,2,有,有,6500000,49573,,0.0,0,親友、員工、共有人或其他特殊關係間之交易;,RPTQPLMJKHGGFCB67DA,98.64,12.61,0.0,,
南屯區,房地(土地+建物)+車位,惠文路511~540號,19.53,都市：其他:第二種商業區,,,1100209,土地1建物1車位2,十層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1000510,263.53,3,2,2,有,有,27000000,116743,坡道平面,57.95,3000000,,RPTOMLTJKHGGFCB87DA,122.35,16.63,0.0,,
